Id,SalePrice
1461,131477.2276
1462,143126.0833
1463,184130.4542
1464,186941.8948
1465,195331.6623
1466,176917.5995
1467,159545.7681
1468,179934.0127
1469,172835.5103
1470,127207.8117
1471,194601.9056
1472,107339.4821
1473,113758.7765
1474,165997.8632
1475,138358.7539
1476,314887.1877
1477,254998.7433
1478,274315.9322
1479,296435.7568
1480,409913.134
1481,306168.0715
1482,199559.0477
1483,176262.7836
1484,171517.1927
1485,181521.4793
1486,201052.2376
1487,313786.0024
1488,249818.7846
1489,187408.0052
1490,194727.0163
1491,197823.416
1492,129039.6491
1493,179699.566
1494,303643.3313
1495,316924.1448
1496,207106.4393
1497,192115.7955
1498,162046.5881
1499,162046.5881
1500,154951.8635
1501,176482.3083
1502,154446.4978
1503,276807.0053
1504,220477.352
1505,208960.1903
1506,188608.1593
1507,237858.1279
1508,200417.3213
1509,160717.715
1510,150651.6724
1511,150651.6724
1512,160295.1984
1513,171158.9028
1514,159370.7503
1515,190150.0179
1516,174287.0773
1517,142650.9512
1518,155893.7277
1519,204685.6043
1520,136099.2506
1521,143126.0833
1522,171589.7189
1523,119273.4499
1524,131317.8591
1525,133555.8999
1526,133555.8999
1527,119110.7033
1528,126929.844
1529,144240.0416
1530,162512.6349
1531,151474.6241
1532,126301.3958
1533,143068.4159
1534,125444.0897
1535,164263.3927
1536,133145.2694
1537,122102.9608
1538,172785.5446
1539,250493.3568
1540,160856.3174
1541,153622.0161
1542,145627.7004
1543,194280.6892
1544,102198.0666
1545,116548.8031
1546,139806.0635
1547,143723.7349
1548,136492.0277
1549,120097.6139
1550,155791.5427
1551,136616.1533
1552,172073.3295
1553,146694.4381
1554,119661.4088
1555,165415.0017
1556,122774.5854
1557,138364.5068
1558,105591.5629
1559,137518.7579
1560,160188.7749
1561,155857.3612
1562,126535.1496
1563,124115.0872
1564,155439.8498
1565,159657.1725
1566,199598.124
1567,112322.0744
1568,202612.3308
1569,167369.5021
1570,138555.2232
1571,144063.8755
1572,144503.3078
1573,211547.563
1574,153622.3536
1575,201606.8245
1576,219535.3328
1577,186738.6121
1578,157953.4185
1579,137317.1427
1580,194405.8398
1581,133846.1159
1582,131483.5433
1583,344230.3193
1584,236137.452
1585,134733.6653
1586,100136.3528
1587,117225.1207
1588,143126.0833
1589,119883.6275
1590,138918.7762
1591,122453.8502
1592,141023.3804
1593,130341.8649
1594,158138.8353
1595,142252.8799
1596,207454.5186
1597,185600.9468
1598,186281.8433
1599,179193.5825
1600,186442.8556
1601,99772.4639
1602,121908.8757
1603,112603.258
1604,276679.4717
1605,268837.9103
1606,162369.1068
1607,201332.2138
1608,199848.8654
1609,187134.697
1610,170167.3309
1611,153234.2985
1612,174043.6685
1613,173159.2259
1614,132397.7374
1615,95693.36844
1616,94731.57956
1617,105282.1688
1618,125590.1027
1619,126214.2869
1620,189502.4888
1621,140297.1651
1622,138821.7838
1623,275482.8233
1624,207173.6822
1625,130347.1173
1626,179316.046
1627,186941.8948
1628,302461.4155
1629,179370.3896
1630,301390.2867
1631,237114.0198
1632,251970.2686
1633,177442.9645
1634,182936.3921
1635,175581.5545
1636,163745.6518
1637,187734.9121
1638,217892.223
1639,178061.4171
1640,240053.0434
1641,181098.4229
1642,214455.1696
1643,242577.9282
1644,220477.352
1645,164484.1833
1646,150931.8478
1647,176275.9309
1648,145121.623
1649,133761.7498
1650,122275.5336
1651,119039.4641
1652,107339.4821
1653,108509.2654
1654,169551.1423
1655,160093.7372
1656,165997.8632
1657,169551.1423
1658,165997.8632
1659,140761.874
1660,140922.8971
1661,442809.5821
1662,313538.3262
1663,353292.7615
1664,404036.8552
1665,270792.4575
1666,335476.17
1667,337037.7801
1668,311393.8435
1669,294526.3294
1670,327579.8861
1671,225444.6572
1672,365577.3405
1673,307833.9382
1674,252549.5352
1675,174639.8959
1676,174025.9869
1677,190142.7415
1678,352425.4731
1679,352542.0405
1680,278389.0035
1681,238748.5743
1682,312448.8736
1683,192031.87
1684,187338.7635
1685,178476.9423
1686,184759.5098
1687,174238.6231
1688,189726.7852
1689,190122.8701
1690,189053.1601
1691,175625.6963
1692,281144.6561
1693,179301.4287
1694,182316.6277
1695,180241.6455
1696,257094.765
1697,180241.6455
1698,347667.217
1699,328729.3038
1700,224787.9063
1701,262286.8583
1702,256703.8152
1703,255586.9291
1704,305094.9071
1705,230150.4547
1706,392363.5414
1707,194149.66
1708,193643.3186
1709,260113.5866
1710,237702.851
1711,260109.3796
1712,264957.6398
1713,236342.89
1714,204286.9448
1715,192651.1529
1716,177269.0847
1717,162390.9709
1718,148570.568
1719,207380.6534
1720,262506.3738
1721,162705.1104
1722,140589.3144
1723,149713.3676
1724,204848.1024
1725,232563.7326
1726,174937.2912
1727,165168.0021
1728,178384.031
1729,149977.2356
1730,182578.0483
1731,135199.533
1732,129588.5129
1733,127176.3374
1734,134965.6802
1735,128720.2907
1736,127336.2604
1737,359730.4295
1738,202043.7355
1739,267141.9308
1740,191867.8058
1741,162535.9434
1742,180193.9953
1743,179710.1882
1744,282741.8695
1745,194180.6149
1746,245701.2338
1747,214682.1854
1748,217953.225
1749,158283.7361
1750,143126.0833
1751,221219.9298
1752,125284.8706
1753,152936.5262
1754,203944.0047
1755,163991.9945
1756,130239.3603
1757,122881.7505
1758,168619.1453
1759,171938.6676
1760,154345.6436
1761,155137.867
1762,181949.4593
1763,168809.3176
1764,131164.281
1765,165190.5531
1766,180172.2945
1767,191920.9959
1768,136099.2506
1769,167473.7071
1770,134518.1602
1771,140865.4634
1772,143428.0661
1773,147036.4211
1774,165547.3453
1775,134347.1956
1776,132722.7197
1777,121450.3627
1778,132013.8306
1779,132982.1514
1780,178830.8624
1781,142333.8598
1782,110535.1758
1783,136345.7633
1784,97309.35012
1785,135682.3185
1786,180592.5552
1787,167951.3632
1788,90901.01645
1789,122498.731
1790,95796.56205
1791,228589.5966
