id,SalePrice
1461,202493.264
1462,181442.2835
1463,223308.3079
1464,173729.1247
1465,266897.8583
1466,136107.9021
1467,300022.301
1468,215645.9843
1469,121158.2648
1470,145952.399
1471,113731.2046
1472,342241.5577
1473,121681.6217
1474,250959.8475
1475,152411.9933
1476,124791.5857
1477,138516.5571
1478,119252.3532
1479,157212.2458
1480,141586.1623
1481,322575.6036
1482,142750.0644
1483,230579.1323
1484,136355.4343
1485,148539.6541
1486,255822.2232
1487,127516.3533
1488,346759.0012
1489,189662.9496
1490,86720.82249
1491,56605.8926
1492,152019.0536
1493,212475.2897
1494,161459.4933
1495,304363.8815
1496,308911.7607
1497,147714.5407
1498,152228.5763
1499,127857.8716
1500,102818.5051
1501,158517.2808
1502,174354.0131
1503,159494.7267
1504,144679.0832
1505,145549.7544
1506,322179.5824
1507,206972.6608
1508,259175.952
1509,102247.6017
1510,126395.6643
1511,179029.0812
1512,111213.7273
1513,107430.5573
1514,361681.9156
1515,145722.3993
1516,176526.8955
1517,196018.0364
1518,218288.0938
1519,436915.9076
1520,140042.8954
1521,170539.7992
1522,102183.3586
1523,226452.9248
1524,119713.1265
1525,222905.4917
1526,296686.6738
1527,184454.0358
1528,225915.735
1529,92957.49539
1530,226416.4686
1531,238426.4648
1532,120846.7448
1533,176320.9371
1534,152139.4661
1535,113517.5548
1536,91141.3035
1537,120777.3294
1538,136601.6879
1539,148757.6959
1540,105050.9582
1541,194878.6101
1542,156031.6291
1543,259228.8203
1544,131919.8617
1545,168645.1264
1546,257838.0758
1547,173216.6842
1548,174993.9187
1549,87729.67056
1550,131941.4432
1551,108296.8798
1552,104987.0007
1553,159584.5334
1554,140432.9764
1555,231654.9301
1556,183880.1926
1557,211018.0121
1558,98251.51363
1559,86160.28147
1560,137287.4479
1561,205326.7833
1562,190958.313
1563,123817.1947
1564,183154.9737
1565,167641.1155
1566,250489.5955
1567,104358.1404
1568,104175.8695
1569,104534.5677
1570,197444.0976
1571,141747.7358
1572,172508.8043
1573,354463.2545
1574,226980.8317
1575,243710.364
1576,175889.9684
1577,142466.4907
1578,131706.7381
1579,317152.0628
1580,173107.5335
1581,177013.0962
1582,70831.55833
1583,146215.96
1584,155168.1754
1585,172491.0652
1586,90517.7338
1587,114754.6895
1588,92400.23328
1589,152411.2674
1590,159260.1968
1591,221396.8751
1592,237118.8767
1593,157064.7225
1594,217135.0727
1595,161481.8613
1596,167338.3686
1597,151524.5246
1598,172630.4026
1599,230106.0539
1600,229022.8701
1601,109471.5159
1602,253136.6735
1603,142855.0756
1604,203803.5331
1605,130955.1487
1606,132413.7718
1607,107991.3802
1608,233919.4515
1609,153436.4138
1610,111188.3514
1611,120862.0794
1612,375952.385
1613,205034.9126
1614,209131.0211
1615,135179.1205
1616,84239.79414
1617,112283.9217
1618,260883.1139
1619,241754.8
1620,307706.4279
1621,172396.6757
1622,415188.2751
1623,211022.1021
1624,88391.09745
1625,150309.962
1626,120202.9662
1627,215326.602
1628,334450.322
1629,224600.3872
1630,226009.3664
1631,120493.5691
1632,208582.9087
1633,231876.4668
1634,163779.1311
1635,177313.7617
1636,226305.5915
1637,222119.8419
1638,145651.4637
1639,501050.3041
1640,105590.0445
1641,157730.071
1642,206926.091
1643,125047.1057
1644,181561.9449
1645,123574.309
1646,443049.03
1647,162324.9097
