Id,SalePrice
1461,129771.9357
1462,162746.4015
1463,158432.6992
1464,190955.3361
1465,216960.6427
1466,184572.1351
1467,164163.9512
1468,183854.2656
1469,179768.1726
1470,110708.2957
1471,185976.9185
1472,106251.292
1473,105353.4384
1474,190955.3361
1475,176121.6003
1476,384629.761
1477,261206.4453
1478,383658.6267
1479,261271.0452
1480,420202.9924
1481,340787.9889
1482,182394.4277
1483,164607.7889
1484,182951.2027
1485,139139.3421
1486,187364.2462
1487,359778.217
1488,261206.4453
1489,189880.8002
1490,192342.5724
1491,183595.7321
1492,119389.844
1493,194659.0056
1494,279207.0709
1495,340787.9889
1496,228587.5682
1497,194570.8661
1498,154682.1006
1499,154682.1006
1500,120328.5389
1501,184212.6434
1502,154682.1006
1503,269940.0489
1504,268013.7197
1505,227373.4852
1506,198666.0928
1507,227872.9344
1508,204193.7539
1509,186691.0548
1510,163796.785
1511,163796.785
1512,165177.3899
1513,176508.782
1514,150692.4011
1515,183288.3214
1516,181858.2355
1517,143914.6509
1518,154685.924
1519,222016.0308
1520,161957.3363
1521,160504.4942
1522,193127.3498
1523,103928.4616
1524,125957.4135
1525,125957.4135
1526,128472.5792
1527,106187.2757
1528,123575.7698
1529,160504.4942
1530,189833.36
1531,131398.6051
1532,112267.9079
1533,164091.6542
1534,122750.4516
1535,139797.0213
1536,126809.6312
1537,93744.91126
1538,187367.6225
1539,272298.4246
1540,135668.1032
1541,189799.504
1542,143111.3549
1543,232762.1825
1544,92826.7161
1545,111432.1975
1546,125239.9013
1547,136490.1416
1548,133177.9436
1549,126221.4948
1550,154252.4518
1551,136751.2573
1552,155107.1787
1553,131600.3599
1554,116105.2514
1555,142913.8433
1556,121491.9597
1557,125039.9382
1558,99904.55447
1559,148214.8706
1560,154305.6646
1561,181913.7053
1562,129918.9548
1563,128191.6478
1564,154326.1487
1565,148595.4464
1566,196789.9472
1567,94082.80218
1568,196847.4408
1569,127262.8856
1570,127346.2568
1571,139870.4015
1572,160887.5985
1573,229553.6882
1574,161673.8758
1575,191493.246
1576,194596.0789
1577,184643.6324
1578,184219.9376
1579,137635.6462
1580,186540.0926
1581,143914.6509
1582,129918.9548
1583,319156.2974
1584,235595.3805
1585,129918.9548
1586,80597.88808
1587,115893.6395
1588,163796.785
1589,98958.27085
1590,130312.0279
1591,102602.8977
1592,160344.4271
1593,122463.8578
1594,211714.0906
1595,133040.7664
1596,226547.1418
1597,165202.1005
1598,168256.1605
1599,214705.7552
1600,211119.0629
1601,52499.4352
1602,131812.3282
1603,74333.1468
1604,264409.2124
1605,260989.2302
1606,163632.8805
1607,216603.8201
1608,185751.2988
1609,184643.6324
1610,142914.7934
1611,165489.2147
1612,167846.81
1613,170409.0883
1614,130312.0279
1615,81057.92256
